Page Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Total Interactions (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x ),Overperforming Score
SIBC News,SIBCOnline,1.00064E+14,MEDIA_NEWS_COMPANY,SB,"SIBC is a public service broadcaster which facilitates educational programs, recording and promotion",41551.42222,46657,64926,2022-03-22 04:46:19 EDT,44642,0.198831019,Photo,1322,610,342,37,41,128,150,6,2,6,,-,0,0,0,N/A,https://www.facebook.com/100063890896080/posts/350261840446843,"𝐑𝐞𝐩𝐥𝐢𝐜𝐚 𝐫𝐢𝐟𝐥𝐞𝐬 𝐝𝐨𝐧𝐚𝐭𝐞𝐝 𝐛𝐲 𝐏𝐑𝐂 𝐭𝐨 𝐑𝐒𝐈𝐏𝐅 𝐩𝐮𝐫𝐩𝐨𝐬𝐞𝐥𝐲 𝐟𝐨𝐫 𝐭𝐫𝐚𝐢𝐧𝐢𝐧𝐠: 𝐑𝐒𝐈𝐏𝐅 The Royal Solomon Islands Police Force (RSIPF) again refuted an ongoing media publication on recent consignment of alleged secret gun shipment into the country donated by Peoples Republic of China for RSIPF Training purposes. In a 2-page statement this afternoon, RSIPF Commissioner Mostyn Mangau gave responses to questions by social media commentators of the shipment of replica rifles. Read More➡ https://www.sibconline.com.sb/replica-riffles-donated-by-prc-to-rsipf-purposely-for-training/",https://www.facebook.com/photo.php?fbid=350256523780708&set=a.312578114215216&type=3,,IPF PRT officers with the replica riffles during training session at Rove Photo Supplied: RSIPFMedia,,,,,,1322,4.32
Solomon Star News,solomonstarnews,1.0005E+14,MEDIA_NEWS_COMPANY,AU,"Welcome to the Solomon Islands official news portal where we publish news, events and stories for ou",42137.275,41011,44127,2022-03-20 18:19:58 EDT,44640,0.763865741,Link,1318,873,173,45,193,17,6,2,0,9,,-,0,0,0,N/A,https://www.facebook.com/894839290582361/posts/5152425048157076,ABOUT 90 local students who have been awarded scholarships by the Chinese Government will leave the country today bound for China to take up their studies in various universities there.,https://www.solomonstarnews.com/students-china-bound/,,,Students China-bound,ABOUT 90 local students who have been awarded scholarships by the Chinese Government will leave the country today bound China to take up their studies in various universities there. Secretary to Prime Minister (SPM) and Vice Chairman of the National Oversight Committee (NOC) Dr Jimmie Rodgers announ...,,,,1318,4.99
EMTV Online,EMTVonline,8.74725E+14,MEDIA_NEWS_COMPANY,PG,"Tweet us: https://twitter.com/EMTVOnline
Insta https://instagram.com/emtvonline/
",41927.95139,80765,81266,2018-07-01 22:38:11 EDT,43282,0.94318287,Photo,1254,335,176,435,1,57,7,9,234,0,,-,0,0,0,N/A,https://www.facebook.com/874724655878768/posts/2231682170183003,"Fake bilum bags made in China are currently being sold in some foreign owned shops in Lae for less than twenty kina (K20). The members of the public in Lae, especially women are angered by this and raised their concerns. They are calling on authorities to stop the sale of the counterfeit bilums. #EMTVNews #PNG",https://www.facebook.com/EMTVonline/photos/a.878859922131908/2231681170183103/?type=3,,,,,,,,1254,3.44
Post Courier,South.Pacific.Post,1.00064E+14,MEDIA_NEWS_COMPANY,PG,"Editor Matthew Vari Ph: +675 309 1054 E: mvari@spp.com.pg
Troy Taule  Digital Editor Ph: +675 3091116",41303.07083,30142,30585,2020-02-07 01:02:43 EST,43868,0.043553241,Link,1248,699,106,231,69,21,112,2,8,0,,-,0,0,0,N/A,https://www.facebook.com/195574833918434/posts/1653798198096083,https://postcourier.com.pg/air-niugini-offers-to-uplift-students-in-china-free-of-charge/,https://postcourier.com.pg/air-niugini-offers-to-uplift-students-in-china-free-of-charge/,,,Air Niugini offers to uplift students in china free of charge,"The airline said it will uplift students studying in any provinces of China, except for those from Wuhan city or Hubei Province.",,,,1248,6.6
The Island Sun News,theIslandSunNews,1.00064E+14,MEDIA_NEWS_COMPANY,SB,Island Sun is the leading daily newspaper in the Solomon Islands. This is our official Facebook page.,43117.00903,28092,30147,2022-07-10 19:20:46 EDT,44752,0.806087963,Link,1227,522,379,29,23,78,185,1,3,7,,-,0,0,0,N/A,https://www.facebook.com/1887971264866723/posts/3083941541936350,EMPLOYEES of Winwin Mining Investment Ltd and Solomon Islands Resources Company Limited (SIRCL) have learnt their martial art for self-defence at their work places.,https://theislandsun.com.sb/?p=47308,https://theislandsun.com.sb/chinese-police-train-local-mining-employees-on-martial-arts/,,Chinese Police train local mining employees on martial arts,EMPLOYEES of Winwin Mining Investment Ltd and Solomon Islands Resources Company Limited (SIRCL) have learnt their martial art for self-defence at work places. China Police Liaison Team instructors Yin…,,,,1227,6.6
SIBC News,SIBCOnline,1.00064E+14,MEDIA_NEWS_COMPANY,SB,"SIBC is a public service broadcaster which facilitates educational programs, recording and promotion",41551.42222,N/A,N/A,2019-09-17 03:58:00 EDT,43725,0.165277778,Photo,1187,523,278,191,27,19,8,139,0,2,,-,0,0,0,N/A,https://www.facebook.com/1424024597818541/posts/2358023087752016,"TAIWAN WARNS SOLOMON ISLANDS OF DEBT TRAP Taiwan's visiting Deputy Minister of Foreign Affairs, Dr. Szu Shein Hsu has expressed grave concerns over the China debt trap issue for Solomon Islands. Dr. Hsu revealed in a media conference yesterday, reports had it that China wants to offer the Solomon Islands Government a 500-million US dollars loan to finance the country's infrastructure needs. But with Solomon Islands facing a weak fiscal status, Dr. Hsu expressed concerns over how it will repay such an amount for years. ""While your country is going slowly or going down with the fiscal income and you have people proposing stepping into making another huge loan, how much was that, I heard there is a saying that the Chinese government would like to provide 500-million US dollars for our infrastructure project. How is Solomon Islands going to pay for that debt, unless your government come up with a reasonable plan even through multiple years, but you need a plan, how to pay for that debt in the long run. You have to understand there are countries in this region that have stepped into so to speak, that trap"". Meanwhile, the Taiwanese Foreign Minister said pushing oneself into the debt trap when alternatives are available is senseless. ""Also I understand that your Central Bank has also come up with a report that has not being taken into consideration saying that your country is no longer able to afford more loan, more debt. I think that's very very important so this is something that I would like to bring to your attention and I think alternatively other countries like the U.S. Australia, New Zealand and Taiwan, Japan, we have come to Solomon Islands, come up with ideas of helping you to develop infrastructure in the long run without putting you into a debt trap and that's a visible alternative path. Why don't we consider that? SIBC News understands, Dr. Szu Shein Hsu's visit was the last attempt by Taiwan to salvage the 36 years of friendship being severed by the Government of Solomon Islands.",https://www.facebook.com/1424024597818541/photos/a.1445351672352500/2358032797751045/?type=3,,,,,,,,1187,3.98
The Island Sun News,theIslandSunNews,1.00064E+14,MEDIA_NEWS_COMPANY,SB,Island Sun is the leading daily newspaper in the Solomon Islands. This is our official Facebook page.,43117.00903,26947,28687,2022-03-07 07:09:19 EST,44627,0.298136574,Link,1163,900,59,23,154,13,2,1,1,10,,-,0,0,0,N/A,https://www.facebook.com/1887971264866723/posts/2992299941100511,A flight to take Solomon Islanders to study in China is scheduled for 21st March 2022 according to Dr. Jimmie Rodgers.,https://theislandsun.com.sb/?p=39594,,,Local students to leave for China 21st March,"BY MAVIS N PODOKOLO A flight to take Solomon Islanders to study in China is scheduled for 21 st March 2022 according to Dr. Jimmie Rodgers. Dr. Rodgers, Secretary to the Prime Minister said this will…",,,,1163,6.15
SIBC News,SIBCOnline,1.00064E+14,MEDIA_NEWS_COMPANY,SB,"SIBC is a public service broadcaster which facilitates educational programs, recording and promotion",41551.42222,51878,70117,2022-10-20 02:23:35 EDT,44854,0.099710648,Photo,1104,539,253,30,79,35,158,1,3,6,,-,0,0,0,N/A,https://www.facebook.com/100063890896080/posts/500722485400777,"𝐂𝐡𝐢𝐧𝐞𝐬𝐞 𝐩𝐨𝐥𝐢𝐜𝐞 𝐜𝐨𝐧𝐝𝐮𝐜𝐭 𝐦𝐚𝐫𝐭𝐢𝐚𝐥 𝐚𝐫𝐭 𝐭𝐫𝐚𝐢𝐧𝐢𝐧𝐠 𝐟𝐨𝐫 𝐰𝐨𝐦𝐞𝐧 𝐚𝐧𝐝 𝐜𝐡𝐢𝐥𝐝𝐫𝐞𝐧 𝐢𝐧 𝐈𝐬𝐚𝐛𝐞𝐥 𝐏𝐫𝐨𝐯𝐢𝐧𝐜𝐞 A total of 40 women including children were part of a martial art training during a Public Order Management (POM) training conducted for the officers of the Royal Solomon Island Police Force (RSIPF) in Buala, Isabel province. The China Police Liaison Team (CPLT) spent 2 hours a day on two sessions after its training with the RSIPF and engaged with the local women and children on self-defence martial arts. More https://www.sibconline.com.sb/?p=53060:=:https://www.sibconline.com.sb/chinese-police-conduct-martial-art-training-for-women-and-children-in-isabel-province/",https://www.facebook.com/photo.php?fbid=500722195400806&set=a.312578114215216&type=3,,,,,,,,1104,4.49
SIBC News,SIBCOnline,1.00064E+14,MEDIA_NEWS_COMPANY,SB,"SIBC is a public service broadcaster which facilitates educational programs, recording and promotion",41551.42222,46995,65349,2022-04-04 23:52:37 EDT,44655,0.994872685,Photo,1101,243,470,40,10,117,188,18,12,3,,-,0,0,0,N/A,https://www.facebook.com/100063890896080/posts/359156722890688,𝐌𝐢𝐧𝐢𝐬𝐭𝐞𝐫 𝐕𝐞𝐤𝐞 𝐬𝐭𝐚𝐧𝐝𝐬 𝐛𝐲 𝐡𝐢𝐬 𝐬𝐨𝐜𝐢𝐚𝐥 𝐦𝐞𝐝𝐢𝐚 𝐜𝐨𝐦𝐦𝐞𝐧𝐭𝐬 Police Minister Anthony Veke says he stands by his social media comments in relation to a post carrying a letter by the President of the Federated State of Micronesia (FSM) to Solomon Islands Prime Minister asking the Solomon Islands Government to withdraw its security deal with China. Read More➡ https://www.sibconline.com.sb/minister-veke-stands-by-his-social-media-comments/,https://www.facebook.com/photo.php?fbid=359156246224069&set=a.312578114215216&type=3,,""" Mycomments are my personal ones as a Solomon Islander and does not reflect the overall position ofthe Government my position as Minister of ofthe crown on the subject of debate and will not apologise for them. am simply expressing my views and they are also expressing theirs so what's the fuss? ANTHONY VEKE, MP Minister of Police & National Security SIBCONLINE.COM @SIBCNEWS",,,,,,1101,3.77
fijivillage,fijivillage,1.00068E+14,NEWS_SITE,FJ,Official Facebook Page for fijivillage.com | Linktree: https://linktr.ee/fijivillage,40575.98472,274269,305705,2021-06-09 17:20:05 EDT,44356,0.722280093,Link,1100,707,105,46,130,59,47,0,3,3,,-,0,0,0,N/A,https://www.facebook.com/147992748592074/posts/4459936844064288,China donates field kitchen vehicles for our frontliners 🚚 #FijiNews📰 #TeamFiji🌴 #Fiji 🇫🇯,https://www.fijivillage.com/news/China-donates-field-kitchen-vehicles-for-our-frontliners-r84f5x/#.YMEwXcKOoBg.facebook,,,China donates field kitchen vehicles for our frontliners,China's People's Liberation Army has donated field kitchen vehicles to the Republic of Fiji Military Forces. The field kitchen vehicles are already,,,,1100,3.59
FBC News,fijibroadcastingcorporation.news,1.0007E+14,BROADCASTING_MEDIA_PRODUCTION,FJ,Official FB page for Fiji's leading news broadcaster under the Fiji Broadcasting Corporation.'LIVE' ,41801.11042,147356,153684,2020-01-25 15:39:44 EST,43855,0.652592593,Link,1089,600,167,142,8,38,28,12,94,0,,-,0,0,0,N/A,https://www.facebook.com/527987560656455/posts/2525495847572273,Fijiana 7s rep Roela Radiniyavuni has been cleared to play in their next match at the Hamilton 7s in New Zealand after copping a red card against China yesterday in their second pool match. #FBCNews #FijiNews #Fiji #News,https://www.fbcnews.com.fj/sports/ref-was-wrong-radiniyavuni-cleared-to-play/,,,"Ref was wrong, Radiniyavuni cleared to play","Sports Ref was wrong, Radiniyavuni cleared to play Akuila Cama Senior Multimedia Sports Journalist [email protected] | @AkuilaFBCNews January 26, 2020 6:59 am Fijiana 7s rep Roela Radiniyavuni has been cleared to play in their next match at the Hamilton 7s in New Zealand after copping a red card ag...",,,,1089,6.29
The Fiji Times,thefijitimes,1.00065E+14,TOPIC_NEWSPAPER,FJ,"The Fiji Times newspaper company based in Suva, Fiji.
""YOUR VOICE Since 1869""",39461.20764,262974,352465,2023-03-30 18:43:55 EDT,45015,0.780497685,Link,1089,990,10,4,77,3,2,0,0,3,,-,0,0,0,N/A,https://www.facebook.com/100064794548009/posts/596756835827463,"#TimesSport - After 20 years, the Fiji Airways Fijian 7s side will run on to the turf at So Kon Po Stadium to battle it out against the world’s best in Hong Kong this weekend. #HongKong7s #FijiTimesSport #TeamFiji #FijiRugby7s #FijiNews",https://www.fijitimes.com/back-after-20-years-fijiana-returns-to-hong-kong/,,,Back after 20 years: Fijiana returns to Hong Kong,"Sevuloni Mocenacagi, centre, runs away from Vuiviwa Naduvalo as Waisea Nacuqu, right, looks for support during the Fiji men’s 7s team training session before the Cathay Pacific/ HSBC World Rugby Sevens Series Hong Kong 7s tournament at Kings Park Rugby Fields in Hong Kong, China this weekend. • ...",,,,1089,15.56
The Island Sun News,theIslandSunNews,1.00064E+14,MEDIA_NEWS_COMPANY,SB,Island Sun is the leading daily newspaper in the Solomon Islands. This is our official Facebook page.,43117.00903,28562,30705,2022-08-02 02:20:29 EDT,44775,0.09755787,Link,1066,687,152,21,183,8,1,0,1,13,,-,0,0,0,N/A,https://www.facebook.com/1887971264866723/posts/3100091433654694,THE Embassy of the People’s Republic of China last week handed over 24 computer monitors and one R240 Computer server to the Betikama Adventist College in Honiara.,https://theislandsun.com.sb/?p=48335,https://theislandsun.com.sb/china-hands-over-computers-to-betikama-school/,,China hands over computers to Betikama school,THE Embassy of the People’s Republic of China last week handed over 24 computer monitors and one R240 Computer server to the Betikama Adventist College in Honiara. The handover was made on July 27 by…,,,,1066,5.83
fijivillage,fijivillage,1.00068E+14,NEWS_SITE,FJ,Official Facebook Page for fijivillage.com | Linktree: https://linktr.ee/fijivillage,40575.98472,293709,332917,2022-03-21 04:53:49 EDT,44641,0.204039352,Link,1050,404,0,84,7,194,1,358,0,2,,-,0,0,0,N/A,https://www.facebook.com/147992748592074/posts/5367225606668736,Flight MU5735 was scheduled to leave Kunming at 13:15 local time (05:15 GMT) and was en route to Guangzhou. #WorldNews🌎,https://www.fijivillage.com/news/China-Eastern-plane-carrying-133-people-crashes-in-Guangxi-says-state-media-r4f58x/#.Yjg8_CP2HrA.facebook,https://www.fijivillage.com/news/China-Eastern-plane-carrying-133-people-crashes-in-Guangxi-says-state-media-r4f58x/,,China Eastern plane carrying 133 people crashes in Guangxi,"A China Eastern Airlines plane carrying 133 people on board has crashed in Guangxi province, Chinese state media is reporting. The number of casual",,,,1050,3.43
fijivillage,fijivillage,1.00068E+14,NEWS_SITE,FJ,Official Facebook Page for fijivillage.com | Linktree: https://linktr.ee/fijivillage,40575.98472,221670,237423,2019-10-05 22:13:43 EDT,43743,0.92619213,Link,1027,785,100,39,76,22,4,1,0,0,,-,0,0,0,N/A,https://www.facebook.com/147992748592074/posts/2833651456692843,He is from Vunivau in Labasa and joined the Fiji Police Force in 2013 and completed the Officer Cadet Program in 2017. #Fiji #FijiNews,https://fijivillage.com/news/Mani-second-Fijian-Police-Officer-given-opportunity-to-pursue-Bachelors-Degree-in-China-kr95s2/,,,Mani second Fijian Police Officer given opportunity to pursue Bachelors Degree in China,29-year-old Kavit Mani is now second Fijian Police Officer that has been given an opportunity to ...,,,,1027,3.36
SIBC News,SIBCOnline,1.00064E+14,MEDIA_NEWS_COMPANY,SB,"SIBC is a public service broadcaster which facilitates educational programs, recording and promotion",41551.42222,49973,68400,2022-08-04 21:32:47 EDT,44777,0.897766204,Photo,1025,611,268,18,103,11,3,1,0,10,,-,0,0,0,N/A,https://www.facebook.com/100063890896080/posts/442584874547872,𝐊𝐢𝐥𝐮’𝐮𝐟𝐢 𝐇𝐨𝐬𝐩𝐢𝐭𝐚𝐥 𝐑𝐞𝐜𝐞𝐢𝐯𝐞𝐬 𝐁𝐫𝐚𝐧𝐝 𝐍𝐞𝐰 𝐕𝐞𝐡𝐢𝐜𝐥𝐞 𝐟𝐫𝐨𝐦 𝐏𝐑𝐂 Kilu’ufi Hospital in Malaita Province on Wednesday this week received a brand new vehicle from the Embassy of the People's Republic of China (PRC) to support the National Psychiatric Unit rotational medical service outreach programme in the Province. This much needed support will improve the hospital's clinical services to psychologically ill patients in Malaita communities in terms of continual care and treatment. Read full story here: https://www.sibconline.com.sb/kiluufi-hospital-receives-brand-new-vehicle-from-prc/,https://www.facebook.com/photo.php?fbid=442583611214665&set=a.312578114215216&type=3,,,,,,,,1025,3.07
